ResourceID,Period Name,Period Name Use Type,Period Name Currency Type,Alternative Name,Alternative Name Use Type,Alternative Name Currency Type,Period Description,Period Description Type,Period Type,Earliest Possible Start Date,Latest Possible End Date,Parent Period,Geospatial Coordinates
00c39f2f-908c-44cb-9601-b609dbaec750,Late 15th Century,Primary,Current,Late 15th Century CE,Alternative,Current,The latter part of the fifteenth century of the current calendar era (Anno Domini or Common Era) according to the Gregorian Calendar.,Full,Century,1467,1500,"[{""resourceId"": ""951df501-fa20-416e-869f-458ed9c79d32"", ""ontologyProperty"": ""http://www.cidoc-crm.org/cidoc-crm/P10_falls_within"", ""resourceXresourceId"": """", ""inverseOntologyProperty"": ""http://www.cidoc-crm.org/cidoc-crm/P10i_contains""}]",
058fe0c0-6a5b-4a57-ae6a-eb4bd56b5d84,Mid 10th Century,Primary,Current,Mid 10th Century CE,Alternative,Current,The middle part of the tenth century of the current calendar era (Anno Domini or Common Era) according to the Gregorian Calendar.,Full,Century,933,966,"[{""resourceId"": ""cbc16260-cc04-44c6-a766-100d14e71659"", ""ontologyProperty"": ""http://www.cidoc-crm.org/cidoc-crm/P10_falls_within"", ""resourceXresourceId"": """", ""inverseOntologyProperty"": ""http://www.cidoc-crm.org/cidoc-crm/P10i_contains""}]",
05aa2112-43ee-477f-a44a-dc5ca0e01780,Early 15th Century,Primary,Current,Early 15th Century CE,Alternative,Current,The early part of the fifteenth century of the current calendar era (Anno Domini or Common Era) according to the Gregorian Calendar.,Full,Century,1401,1432,"[{""resourceId"": ""951df501-fa20-416e-869f-458ed9c79d32"", ""ontologyProperty"": ""http://www.cidoc-crm.org/cidoc-crm/P10_falls_within"", ""resourceXresourceId"": """", ""inverseOntologyProperty"": ""http://www.cidoc-crm.org/cidoc-crm/P10i_contains""}]",
0631b1a1-8e57-41ef-8b5b-b7b25964d39c,Hoxnian,Primary,Current,,,,"A Mid Pleistocene stage in the British onshore Quaternary climatostratigraphic scheme. It is interpreted as a temporate (interglacial) interval, preceded by the Anglian and followed by the Wolstonian.",Full,Geological Period,-421000,-360000,"[{""resourceId"": ""33d9b0ef-03fd-4e92-95a7-b518c38a0f58"", ""ontologyProperty"": ""http://www.cidoc-crm.org/cidoc-crm/P10_falls_within"", ""resourceXresourceId"": """", ""inverseOntologyProperty"": ""http://www.cidoc-crm.org/cidoc-crm/P10i_contains""}]",
08c51b06-9ea7-4683-839a-376136be5709,Early 13th Century,Primary,Current,Early 13th Century CE,Alternative,Current,The early part of the thirteenth century of the current calendar era (Anno Domini or Common Era) according to the Gregorian Calendar.,Full,Century,1201,1232,"[{""resourceId"": ""e6bb2f0e-2bdf-408d-bd79-89e3c2aece1e"", ""ontologyProperty"": ""http://www.cidoc-crm.org/cidoc-crm/P10_falls_within"", ""resourceXresourceId"": """", ""inverseOntologyProperty"": ""http://www.cidoc-crm.org/cidoc-crm/P10i_contains""}]",
0c1b2551-574e-4070-a023-069c297d1886,3rd Century,Primary,Current,3rd Century CE,Alternative,Current,The third century of the current calendar era (Anno Domini or Common Era) according to the Gregorian Calendar.,Full,Century,201,300,,
0f1231a0-5e2c-4ef0-88fd-acc1b1833cc6,Middle Neolithic,Primary,Current,,,,"The second subdivision of the Neolithic, or New Stone Age.",Full,Technological Period,-3300,-2900,"[{""resourceId"": ""1f0dffe8-0ac9-43ee-963f-16e4fbe401a5"", ""ontologyProperty"": ""http://www.cidoc-crm.org/cidoc-crm/P10_falls_within"", ""resourceXresourceId"": """", ""inverseOntologyProperty"": ""http://www.cidoc-crm.org/cidoc-crm/P10i_contains""}]",
10c610a1-1403-466f-adbd-407b311b4a61,Late 14th Century,Primary,Current,Late 14th Century CE,Alternative,Current,The latter part of the fourteenth century of the current calendar era (Anno Domini or Common Era) according to the Gregorian Calendar.,Full,Century,1367,1400,"[{""resourceId"": ""58b75948-a3fc-4ce2-a008-0f36f423efd3"", ""ontologyProperty"": ""http://www.cidoc-crm.org/cidoc-crm/P10_falls_within"", ""resourceXresourceId"": """", ""inverseOntologyProperty"": ""http://www.cidoc-crm.org/cidoc-crm/P10i_contains""}]",
11894e6a-d36b-49d6-986b-ef49853b2cf1,Elizabethan,Primary,Current,,,,Dating to the reign of Elizabeth I of England.,Full,Political Period,1558,1603,"[{""resourceId"": ""b06f958e-34b1-4973-bb22-fda5d6903533"", ""ontologyProperty"": ""http://www.cidoc-crm.org/cidoc-crm/P10_falls_within"", ""resourceXresourceId"": """", ""inverseOntologyProperty"": ""http://www.cidoc-crm.org/cidoc-crm/P10i_contains""}]",
132631f4-aeef-4877-ac78-337f357eb15a,Post Medieval,Primary,Current,,,,Begins with the dissolution of the monasteries and ends with the death of Queen Victoria. Use more specific period where known.,Full,Historic Period,1540,1901,,
14c4198c-c89b-49fb-9b2b-71dd2595116b,Anglian,Primary,Current,,,,"A Mid Pleistocene stage in the British onshore Quaternary climatostratigraphic scheme. It is interpreted as a cold (glacial) interval, preceded by the Cromerian and followed by the Hoxnian.",Full,Geological Period,-480000,-421000,"[{""resourceId"": ""33d9b0ef-03fd-4e92-95a7-b518c38a0f58"", ""ontologyProperty"": ""http://www.cidoc-crm.org/cidoc-crm/P10_falls_within"", ""resourceXresourceId"": """", ""inverseOntologyProperty"": ""http://www.cidoc-crm.org/cidoc-crm/P10i_contains""}]",
14ecbd32-14e3-4dc0-811f-cba49f1d5e92,Early 10th Century,Primary,Current,Early 10th Century CE,Alternative,Current,The early part of the tenth century of the current calendar era (Anno Domini or Common Era) according to the Gregorian Calendar.,Full,Century,901,932,"[{""resourceId"": ""cbc16260-cc04-44c6-a766-100d14e71659"", ""ontologyProperty"": ""http://www.cidoc-crm.org/cidoc-crm/P10_falls_within"", ""resourceXresourceId"": """", ""inverseOntologyProperty"": ""http://www.cidoc-crm.org/cidoc-crm/P10i_contains""}]",
17a25c50-799d-4ea7-bd0f-0994e30c1f63,Roman,Primary,Current,,,,The Roman period traditionally begins with the Roman invasion in 43AD and ends with the emperor Honorius directing Britain to see to its own defence in 410AD.,Full,Historic Period,43,410,,
183497b1-dd31-450a-999b-77707ffb4a36,Early 3rd Century,Primary,Current,Early 3rd Century CE,Alternative,Current,The early part of the third century of the current calendar era (Anno Domini or Common Era) according to the Gregorian Calendar.,Full,Century,201,232,"[{""resourceId"": ""0c1b2551-574e-4070-a023-069c297d1886"", ""ontologyProperty"": ""http://www.cidoc-crm.org/cidoc-crm/P10_falls_within"", ""resourceXresourceId"": """", ""inverseOntologyProperty"": ""http://www.cidoc-crm.org/cidoc-crm/P10i_contains""}]",
19ad4fcb-df3e-4c51-9b95-7a5267fca4f4,Mesolithic,Primary,Current,Middle Stone Age,Former,Former,"The Middle Stone Age, falling between the Palaeolithic and the Neolithic; marks the beginning of a move from a hunter gatherer society towards food producing society.",Full,Technological Period,-10000,-4000,"[{""resourceId"": ""c657a510-0bf1-4d10-a463-88a81674f200"", ""ontologyProperty"": ""http://www.cidoc-crm.org/cidoc-crm/P10_falls_within"", ""resourceXresourceId"": """", ""inverseOntologyProperty"": ""http://www.cidoc-crm.org/cidoc-crm/P10i_contains""}]",
1a9b64fc-286b-4320-a6b7-9bf6f2caeb02,Late 8th Century,Primary,Current,Late 8th Century CE,Alternative,Current,The latter part of the eighth century of the current calendar era (Anno Domini or Common Era) according to the Gregorian Calendar.,Full,Century,767,800,"[{""resourceId"": ""d60dff61-8e36-4408-836e-aa4beea47919"", ""ontologyProperty"": ""http://www.cidoc-crm.org/cidoc-crm/P10_falls_within"", ""resourceXresourceId"": """", ""inverseOntologyProperty"": ""http://www.cidoc-crm.org/cidoc-crm/P10i_contains""}]",
1aca10b5-9a41-43a9-945d-9aa66448651c,Mid 14th Century,Primary,Current,Mid 14th Century CE,Alternative,Current,The middle part of the fourteenth century of the current calendar era (Anno Domini or Common Era) according to the Gregorian Calendar.,Full,Century,1333,1366,"[{""resourceId"": ""58b75948-a3fc-4ce2-a008-0f36f423efd3"", ""ontologyProperty"": ""http://www.cidoc-crm.org/cidoc-crm/P10_falls_within"", ""resourceXresourceId"": """", ""inverseOntologyProperty"": ""http://www.cidoc-crm.org/cidoc-crm/P10i_contains""}]",
1f0dffe8-0ac9-43ee-963f-16e4fbe401a5,Neolithic,Primary,Current,New Stone Age,Former,Former,"The New Stone Age, this period follows on from the Palaeolithic and the Mesolithic and is itself succeeded by the Bronze Age. This period is characterized by the practice of a farming economy and extensive monumental constructions.",Full,Technological Period,-4000,-2200,"[{""resourceId"": ""826b0bd1-2a48-42ea-a231-f70c176e6f1d"", ""ontologyProperty"": ""http://www.cidoc-crm.org/cidoc-crm/P10_falls_within"", ""resourceXresourceId"": """", ""inverseOntologyProperty"": ""http://www.cidoc-crm.org/cidoc-crm/P10i_contains""}]",
25bda87a-178f-4cd2-a18a-940f01e57f15,Early 20th Century,Primary,Current,Early 20th Century CE,Alternative,Current,The early part of the twentieth century of the current calendar era (Anno Domini or Common Era) according to the Gregorian Calendar.,Full,Century,1901,1932,"[{""resourceId"": ""dce82930-30a2-4065-8d81-f7235aea1e0b"", ""ontologyProperty"": ""http://www.cidoc-crm.org/cidoc-crm/P10_falls_within"", ""resourceXresourceId"": """", ""inverseOntologyProperty"": ""http://www.cidoc-crm.org/cidoc-crm/P10i_contains""}]",
26036962-652e-4b06-9f46-73204e76b0c5,Wolstonian,Primary,Current,,,,"A Mid Pleistocene stage in the British onshore Quaternary climatostratigraphic scheme. It is interpreted as a cold (glacial) interval, preceded by the Hoxnian and followed by the Ipswichian.",Full,Geological Period,-360000,-124000,"[{""resourceId"": ""33d9b0ef-03fd-4e92-95a7-b518c38a0f58"", ""ontologyProperty"": ""http://www.cidoc-crm.org/cidoc-crm/P10_falls_within"", ""resourceXresourceId"": """", ""inverseOntologyProperty"": ""http://www.cidoc-crm.org/cidoc-crm/P10i_contains""}]",
29193444-8535-4531-ae30-30e91258434d,Viking,Primary,Current,Anglo-Scandinavian,Alternative,Current,"A specific subdivision of the Early Medieval period encompassing the era during which there was a settled Scandinavian presence and cultural influence in England, from the invasion of the 'Great Heathen Army' in 865 AD to the defeat of Harold Hardrada at Stamford Bridge in 1066 AD. Use only to refer to Heritage Assets or resources that have an explicitly Scandinavian character or origin.",Full,Historic Period,865,1066,"[{""resourceId"": ""f454d9df-142a-4cbe-8d5c-63ed1024dab0"", ""ontologyProperty"": ""http://www.cidoc-crm.org/cidoc-crm/P10_falls_within"", ""resourceXresourceId"": """", ""inverseOntologyProperty"": ""http://www.cidoc-crm.org/cidoc-crm/P10i_contains""}]",
2932661b-0748-40ee-9d20-7a9a44e7da59,Bronze Age,Primary,Current,,,,"This period follows on from the Neolithic and is characterized by the increasing use of Bronzework. It is subdivided in the Early, Middle and Late Bronze Age.",Full,Technological Period,-2600,-700,"[{""resourceId"": ""826b0bd1-2a48-42ea-a231-f70c176e6f1d"", ""ontologyProperty"": ""http://www.cidoc-crm.org/cidoc-crm/P10_falls_within"", ""resourceXresourceId"": """", ""inverseOntologyProperty"": ""http://www.cidoc-crm.org/cidoc-crm/P10i_contains""}]",
2dc7edc8-9f4c-4817-a383-64c54bf16a71,Late 16th Century,Primary,Current,Late 16th Century CE,Alternative,Current,The latter part of the sixteenth century of the current calendar era (Anno Domini or Common Era) according to the Gregorian Calendar.,Full,Century,1567,1600,"[{""resourceId"": ""eca63529-41f0-4eb8-abd3-e0733a63583c"", ""ontologyProperty"": ""http://www.cidoc-crm.org/cidoc-crm/P10_falls_within"", ""resourceXresourceId"": """", ""inverseOntologyProperty"": ""http://www.cidoc-crm.org/cidoc-crm/P10i_contains""}]",
33d9b0ef-03fd-4e92-95a7-b518c38a0f58,Mid Pleistocene,Primary,Current,,,,The second of three subdivisions of the Pleistocene Epoch.,Full,Geological Period,-779000,-124000,"[{""resourceId"": ""ee796633-6926-41de-98b4-06e098ee9830"", ""ontologyProperty"": ""http://www.cidoc-crm.org/cidoc-crm/P10_falls_within"", ""resourceXresourceId"": """", ""inverseOntologyProperty"": ""http://www.cidoc-crm.org/cidoc-crm/P10i_contains""}]",
360c5453-659c-411e-88a0-b4060ba7c14a,Middle Anglo-Saxon,Primary,Current,,,,"The second subdivision of the Early Medieval period. The use of the term Anglo-Saxon is generally no longer favoured when refering to the historical period, but no satisfactory alternative for this subdivision has been identified. The period approximately encompasses the period of the Mercian supremacy, the 'golden age' of monastic learning exemplified by Bede, the Viking raids and establishment of the Danelaw and the reaction against these incursions led by King Alfred of Wessex.",Full,Historic Period,650,900,"[{""resourceId"": ""f454d9df-142a-4cbe-8d5c-63ed1024dab0"", ""ontologyProperty"": ""http://www.cidoc-crm.org/cidoc-crm/P10_falls_within"", ""resourceXresourceId"": """", ""inverseOntologyProperty"": ""http://www.cidoc-crm.org/cidoc-crm/P10i_contains""}]",
39f57091-7290-439d-8826-028bd9207192,6th Century,Primary,Current,6th Century CE,Alternative,Current,The sixth century of the current calendar era (Anno Domini or Common Era) according to the Gregorian Calendar.,Full,Century,501,600,,
3c9fcc6d-d7bf-464a-ae9d-a1da1f196a5f,Edwardian,Primary,Current,,,,The period covering the reign of Edward VII. Do not use for the reigns of Edwards I-VI.,Full,Political Period,1901,1910,"[{""resourceId"": ""dce82930-30a2-4065-8d81-f7235aea1e0b"", ""ontologyProperty"": ""http://www.cidoc-crm.org/cidoc-crm/P10_falls_within"", ""resourceXresourceId"": """", ""inverseOntologyProperty"": ""http://www.cidoc-crm.org/cidoc-crm/P10i_contains""}]",
3cb2bdaa-4b67-4fb3-b54a-39e8eea52a0a,Devensian,Primary,Current,,,,"The last Late Pleistocene stage in the British onshore Quaternary climatostratigraphic scheme. It is interpreted as a cold (glacial) interval, preceded by the Ipswichian.",Full,Geological Period,-114000,-9800,"[{""resourceId"": ""d99d4891-9d5f-49f9-9fcb-ff5ce20a812a"", ""ontologyProperty"": ""http://www.cidoc-crm.org/cidoc-crm/P10_falls_within"", ""resourceXresourceId"": """", ""inverseOntologyProperty"": ""http://www.cidoc-crm.org/cidoc-crm/P10i_contains""}]",
3ecf6ca4-a41f-43f3-9cad-b3a7fa7ca8a1,Romano-British,Primary,Current,,,,"Romano-British culture is the name given to the social and material culture resulting from the adoption, adaptation and reinterpretation of Roman artistic, cultural, economic and social practices by the indigenous British population, beginning with the Roman conquest of 43 AD but potentially continuing in some areas of southern Britain well into the mid-late 5th Century, after Rome had withdrawn from the province.",Full,Cultural Period,43,500,,
3fb6c900-0dc9-4d9d-a11e-3a882a5dfa83,Prehistoric,Primary,Current,,,,For monuments that can be identified only to a date range from Palaeolithic to Iron Age.,Full,Technological Period,-1000000,43,,
42d12345-35c1-404b-8e57-94fec14a09e4,English Civil War,Primary,Current,,,,"A period of civil wars in England fought between Royalists (supporters of King Charles I, also known as Cavaliers) and Parliamentarians (led first by Thomas Fairfax and later by Oliver Cromwell, also known as Roundheads) over the manner of England's governance and religious freedoms. King Charles I was executed in 1649 and the Commonwealth established, but the Civil War did not truly conclude until the defeat of Charles II's forces at the Battle of Worcester in 1651, and his subsequent escape to France.",Full,Historic Period,1642,1651,"[{""resourceId"": ""b06f958e-34b1-4973-bb22-fda5d6903533"", ""ontologyProperty"": ""http://www.cidoc-crm.org/cidoc-crm/P10_falls_within"", ""resourceXresourceId"": """", ""inverseOntologyProperty"": ""http://www.cidoc-crm.org/cidoc-crm/P10i_contains""}]",
463fa348-8150-4aba-954d-fe10332afaea,Late 18th Century,Primary,Current,Late 18th Century CE,Alternative,Current,The latter part of the eighteenth century of the current calendar era (Anno Domini or Common Era) according to the Gregorian Calendar.,Full,Century,1767,1800,"[{""resourceId"": ""d0208e63-236b-46ba-882d-4780381db674"", ""ontologyProperty"": ""http://www.cidoc-crm.org/cidoc-crm/P10_falls_within"", ""resourceXresourceId"": """", ""inverseOntologyProperty"": ""http://www.cidoc-crm.org/cidoc-crm/P10i_contains""}]",
4832d2f7-05a7-47fd-811a-1c560dc874b3,Early 16th Century,Primary,Current,Early 16th Century CE,Alternative,Current,The early part of the sixteenth century of the current calendar era (Anno Domini or Common Era) according to the Gregorian Calendar.,Full,Century,1501,1532,"[{""resourceId"": ""eca63529-41f0-4eb8-abd3-e0733a63583c"", ""ontologyProperty"": ""http://www.cidoc-crm.org/cidoc-crm/P10_falls_within"", ""resourceXresourceId"": """", ""inverseOntologyProperty"": ""http://www.cidoc-crm.org/cidoc-crm/P10i_contains""}]",
4a5aca7c-ca12-43b8-858d-df1ab3fd131e,Middle Palaeolithic,Primary,Current,,,,The second subdivision of the Palaeolithic or Old Stone Age. Characterized by the fine flake tools of the Mousterian tradition and economically by a hunter gatherer society.,Full,Technological Period,-150000,-40000,"[{""resourceId"": ""509fc0ea-c0c5-41f6-844f-465f89cbed1b"", ""ontologyProperty"": ""http://www.cidoc-crm.org/cidoc-crm/P10_falls_within"", ""resourceXresourceId"": """", ""inverseOntologyProperty"": ""http://www.cidoc-crm.org/cidoc-crm/P10i_contains""}]",
4b0dbbd3-f92d-4b47-89b3-4a8b6b4978c9,Early 18th Century,Primary,Current,Early 18th Century CE,Alternative,Current,The early part of the eighteenth century of the current calendar era (Anno Domini or Common Era) according to the Gregorian Calendar.,Full,Century,1701,1732,"[{""resourceId"": ""d0208e63-236b-46ba-882d-4780381db674"", ""ontologyProperty"": ""http://www.cidoc-crm.org/cidoc-crm/P10_falls_within"", ""resourceXresourceId"": """", ""inverseOntologyProperty"": ""http://www.cidoc-crm.org/cidoc-crm/P10i_contains""}]",
4e028b7c-1f6a-44c8-857e-29a383e959f1,Anglo-Saxon,Primary,Current,,,,"This is only to be used in reference to material culture, architecture and literature of 'Anglo-Saxon' stylistic character, as opposed to the broader historical period, which is to be recorded under Early Medieval or its sub-periods.",Full,Cultural Period,410,1100,,
4f23d1f7-9cc2-450c-8d8b-a964c51ba39f,Mid 9th Century,Primary,Current,Mid 9th Century CE,Alternative,Current,The middle part of the ninth century of the current calendar era (Anno Domini or Common Era) according to the Gregorian Calendar.,Full,Century,833,866,"[{""resourceId"": ""779f2bba-192b-431b-9452-0992cba0e911"", ""ontologyProperty"": ""http://www.cidoc-crm.org/cidoc-crm/P10_falls_within"", ""resourceXresourceId"": """", ""inverseOntologyProperty"": ""http://www.cidoc-crm.org/cidoc-crm/P10i_contains""}]",
4f853fb3-8a0d-487f-860d-80c540f85fd7,Stuart,Primary,Current,,,,Dating to the reign of the Stuart kings of England (including the Commonwealth inter-regnum),Full,Political Period,1603,1714,"[{""resourceId"": ""132631f4-aeef-4877-ac78-337f357eb15a"", ""ontologyProperty"": ""http://www.cidoc-crm.org/cidoc-crm/P10_falls_within"", ""resourceXresourceId"": """", ""inverseOntologyProperty"": ""http://www.cidoc-crm.org/cidoc-crm/P10i_contains""}]",
5089f242-5372-4241-8efb-abaa1e6c09ec,Cromerian,Primary,Current,,,,"An Early-to-Mid Pleistocene stage in the British onshore Quaternary climatostratigraphic scheme. It is interpreted as a temporate (interglacial) interval, preceded by the Beestonian and followed by the Anglian.",Full,Geological Period,-860000,-480000,"[{""resourceId"": ""ce69b6ce-038a-4b9b-876b-4c024bac29b1"", ""ontologyProperty"": ""http://www.cidoc-crm.org/cidoc-crm/P10_falls_within"", ""resourceXresourceId"": """", ""inverseOntologyProperty"": ""http://www.cidoc-crm.org/cidoc-crm/P10i_contains""},{""resourceId"": ""33d9b0ef-03fd-4e92-95a7-b518c38a0f58"", ""ontologyProperty"": ""http://www.cidoc-crm.org/cidoc-crm/P10_falls_within"", ""resourceXresourceId"": """", ""inverseOntologyProperty"": ""http://www.cidoc-crm.org/cidoc-crm/P10i_contains""}]",
509fc0ea-c0c5-41f6-844f-465f89cbed1b,Palaeolithic,Primary,Current,Old Stone Age,Former,Former,"The period once referred to as the Old Stone Age. It is defined by the practice of hunting and gathering and the use of chipped flint tools. This period is usually divided up into the Lower, Middle and Upper Palaeolithic.",Full,Technological Period,-1000000,-10000,"[{""resourceId"": ""c657a510-0bf1-4d10-a463-88a81674f200"", ""ontologyProperty"": ""http://www.cidoc-crm.org/cidoc-crm/P10_falls_within"", ""resourceXresourceId"": """", ""inverseOntologyProperty"": ""http://www.cidoc-crm.org/cidoc-crm/P10i_contains""}]",
515c7af8-898b-4bf6-af63-2159fa3fe741,Restoration,Primary,Current,,,,"Period named for the restoration of the English monarchy under Charles II, after the collapse of the republican Commonwealth. While the term 'Restoration' has been used to cover only the reigns of Charles II and his brother James II, it is also commonly used in reference to the remainder of the Stuart dynasty, from the reinstatement of Charles II through to the death of Queen Anne. It is also used to refer to art and literature of the era.",Full,Political Period,1660,1714,"[{""resourceId"": ""4f853fb3-8a0d-487f-860d-80c540f85fd7"", ""ontologyProperty"": ""http://www.cidoc-crm.org/cidoc-crm/P10_falls_within"", ""resourceXresourceId"": """", ""inverseOntologyProperty"": ""http://www.cidoc-crm.org/cidoc-crm/P10i_contains""}]",
5756b2e9-b0cf-4163-9e11-eca79e9fe325,Quaternary,Primary,Current,,,,The last of the three periods of the Cenozoic Era. It is the period in which we live.,Full,Geological Period,-2580000,,,
5760ee14-083d-4030-b7af-f725811777a8,Early 1st Century,Primary,Current,Early 1st Century CE,Alternative,Current,The early part of the first century of the current calendar era (Anno Domini or Common Era) according to the Gregorian Calendar.,Full,Century,1,32,"[{""resourceId"": ""70f79d9f-8349-49fb-b95d-1b85ec7c6d35"", ""ontologyProperty"": ""http://www.cidoc-crm.org/cidoc-crm/P10_falls_within"", ""resourceXresourceId"": """", ""inverseOntologyProperty"": ""http://www.cidoc-crm.org/cidoc-crm/P10i_contains""}]",
57b29b51-a2d3-4119-91d7-5ed8dec95a16,Holocene,Primary,Current,,,,The second of the two epochs of the Quaternary Period. It is the epoch in which we live.,Full,Geological Period,-9800,,"[{""resourceId"": ""5756b2e9-b0cf-4163-9e11-eca79e9fe325"", ""ontologyProperty"": ""http://www.cidoc-crm.org/cidoc-crm/P10_falls_within"", ""resourceXresourceId"": """", ""inverseOntologyProperty"": ""http://www.cidoc-crm.org/cidoc-crm/P10i_contains""}]",
58848a42-129f-464a-b240-c3cbf0271777,Late 6th Century,Primary,Current,Late 6th Century CE,Alternative,Current,The latter part of the sixth century of the current calendar era (Anno Domini or Common Era) according to the Gregorian Calendar.,Full,Century,567,600,"[{""resourceId"": ""39f57091-7290-439d-8826-028bd9207192"", ""ontologyProperty"": ""http://www.cidoc-crm.org/cidoc-crm/P10_falls_within"", ""resourceXresourceId"": """", ""inverseOntologyProperty"": ""http://www.cidoc-crm.org/cidoc-crm/P10i_contains""}]",
58b75948-a3fc-4ce2-a008-0f36f423efd3,14th Century,Primary,Current,14th Century CE,Alternative,Current,The fourteenth century of the current calendar era (Anno Domini or Common Era) according to the Gregorian Calendar.,Full,Century,1301,1400,,
5a2a4a09-ca8e-4505-ba2e-3ca19a4f6764,21st Century,Primary,Current,21st Century CE,Alternative,Current,The twenty-first century of the current calendar era (Anno Domini or Common Era) according to the Gregorian Calendar.,Full,Century,2001,2100,,
